frame_number,timestamp_sec,src_ip,src_entity,dst_ip,dst_entity,port,protocol,message_type,description,phase,step_ref,spec_reference
500,5.312668000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
501,5.312702000,127.0.0.1,H-AMF,127.0.1.200,SCP1,7777,SBI (HTTP/2),Nudm_UECM Registration,AMF registers UE context at UDM,Pre-Handover - Registration,Registration SBI,TS 29.503 s5.2.3
502,5.312807000,127.0.0.1,SCP1,127.0.1.12,UDM,80,SBI (HTTP/2),Nudm_UECM Registration,AMF registers UE context at UDM,Pre-Handover - Registration,Registration SBI,TS 29.503 s5.2.3
503,5.313091000,127.0.0.1,H-AMF,127.0.1.200,SCP1,7777,SBI (HTTP/2),Nudr_DM SMF Registration,UDR stores SMF PDU session registration,Pre-Handover - Session Setup,Session SBI,TS 29.504 s5.2.2
504,5.313182000,127.0.0.1,SCP1,127.0.1.20,UDR,80,SBI (HTTP/2),Nudr_DM SMF Registration,UDR stores SMF PDU session registration,Pre-Handover - Session Setup,Session SBI,TS 29.504 s5.2.2
505,5.313266000,127.0.1.20,UDR,127.0.0.1,SCP1,39022,SBI (HTTP/2),Nudr_DM SMF Registration Response,Response to Nudr_DM SMF Registration [HTTP 204],Pre-Handover - Session Setup,Session SBI,TS 29.504 s5.2.2
506,5.314381000,127.0.1.200,SCP1,127.0.0.1,H-AMF,43624,SBI (HTTP/2),Nudm_SDM Get Response,Response to Nudm_SDM Get [HTTP 204],Pre-Handover - Registration,Registration SBI,TS 29.503 s5.2.4
507,5.314619000,127.0.1.12,UDM,127.0.0.1,SCP1,45472,SBI (HTTP/2),Nudm_UECM Registration Response,Response to Nudm_UECM Registration [HTTP 201],Pre-Handover - Registration,Registration SBI,TS 29.503 s5.2.3
513,5.314839000,127.0.1.4,H-SMF,127.0.0.1,SCP1,39590,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (H-SMF) Response,Response to Nsmf_PDUSession_UpdateSMContext (H-SMF) [HTTP 204],Pre-Handover - Session Setup,Step 1i DL (H-AMF -> H-SMF via SCP1),TS 29.502 s5.2.5 / TS 23.502 s4.3.2
514,5.314884000,127.0.1.200,SCP1,127.0.0.1,H-AMF,43614,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (H-SMF) Response,Response to Nsmf_PDUSession_UpdateSMContext (H-SMF) [HTTP 204],Pre-Handover - Session Setup,Step 1i DL (H-AMF -> H-SMF via SCP1),TS 29.502 s5.2.5 / TS 23.502 s4.3.2
517,5.332777000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
518,5.332845000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
528,5.352935000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
529,5.353020000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
536,5.373139000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
537,5.373287000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
540,5.393424000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
541,5.393586000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
544,5.413726000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
545,5.413875000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
550,5.434024000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
551,5.434177000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
554,5.454329000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
555,5.454486000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
558,5.474645000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
559,5.474791000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
564,5.494934000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
565,5.495080000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
566,5.515323000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
567,5.515476000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
571,5.535717000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
572,5.535880000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Pre-Handover - Data Path,N3 GTP-U T-PDU (pre-handover),TS 29.281 s7.1 / TS 38.415
573,5.556326000,127.0.0.2,S-NG-RAN,127.0.1.5,H-AMF,38412,NGAP (SCTP),HandoverRequired,S-NG-RAN initiates handover; H-AMF begins HO preparation,Preparation,N2 Prep Step 1 (S-NG-RAN -> H-AMF),TS 38.413 s9.3.6.3 / TS 23.502 s4.9.1.3.2 Step 1
574,5.556399000,127.0.0.2,S-NG-RAN,127.0.1.7,H-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> H-UPF] TEID=0x00005ac8,Execution - Data Path (Transition),N3 GTP-U T-PDU (during handover),TS 29.281 s7.1 / TS 23.502 s4.9.1.3 (break-before-make)
575,5.556553000,127.0.1.7,H-UPF,127.0.0.2,S-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: H-UPF -> S-NG-RAN] TEID=0x00000001,Execution - Data Path (Transition),N3 GTP-U T-PDU (during handover),TS 29.281 s7.1 / TS 23.502 s4.9.1.3 (break-before-make)
576,5.557255000,127.0.0.1,H-AMF,127.0.1.200,SCP1,7777,SBI (HTTP/2),Namf_Communication_CreateUEContext (Forwarded Hop),Intermediary forwarding leg of CreateUEContext via SCP/SEPP,Preparation,N2 Prep Step 3 (CreateUEContext forwarding leg),TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
577,5.557676000,127.0.0.1,SCP1,127.0.1.10,NRF1,80,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup),NRF discovery for target AMF through SEPP chain,Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
578,5.558132000,127.0.0.1,H-AMF,127.0.1.200,SCP1,7777,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup),NRF discovery for target AMF through SEPP chain,Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
586,5.558601000,127.0.0.1,NRF1,127.0.1.250,SEPP1,7777,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup),NRF discovery for target AMF through SEPP chain,Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
597,5.559037000,127.0.0.1,SEPP1,127.0.2.252,SEPP2,7777,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup),NRF discovery for target AMF through SEPP chain,Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
603,5.559281000,127.0.0.1,SEPP2,127.0.2.200,SCP2,7777,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup),NRF discovery for target AMF through SEPP chain,Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
604,5.559542000,127.0.0.1,SCP2,127.0.2.10,NRF2,80,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup),NRF discovery for target AMF through SEPP chain,Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
605,5.559894000,127.0.2.10,NRF2,127.0.0.1,SCP2,45818,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup) Response,Response to Nnrf_NFDiscovery Request (T-AMF lookup) [HTTP 200],Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
608,5.559991000,127.0.2.200,SCP2,127.0.0.1,SEPP2,53098,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup) Response,Response to Nnrf_NFDiscovery Request (T-AMF lookup) [HTTP 200],Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
611,5.560125000,127.0.2.252,SEPP2,127.0.0.1,SEPP1,42712,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup) Response,Response to Nnrf_NFDiscovery Request (T-AMF lookup) [HTTP 200],Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
614,5.560250000,127.0.1.250,SEPP1,127.0.0.1,NRF1,39712,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup) Response,Response to Nnrf_NFDiscovery Request (T-AMF lookup) [HTTP 200],Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
617,5.560437000,127.0.1.200,SCP1,127.0.0.1,H-AMF,43598,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup) Response,Response to Nnrf_NFDiscovery Request (T-AMF lookup) [HTTP 200],Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
621,5.560938000,127.0.1.10,NRF1,127.0.0.1,SCP1,57282,SBI (HTTP/2),Nnrf_NFDiscovery Request (T-AMF lookup) Response,Response to Nnrf_NFDiscovery Request (T-AMF lookup) [HTTP 200],Preparation,N2 Prep Step 2 (SCP1 -> NRF route via SEPP),TS 29.510 s5.2.10 / TS 23.502 s4.9.1.3.2 Step 2
624,5.561455000,127.0.0.1,SCP1,127.0.1.250,SEPP1,7777,SBI (HTTP/2),Namf_Communication_CreateUEContext (Forwarded Hop),Intermediary forwarding leg of CreateUEContext via SCP/SEPP,Preparation,N2 Prep Step 3 (CreateUEContext forwarding leg),TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
625,5.561580000,127.0.0.1,SEPP1,127.0.2.252,SEPP2,7777,SBI (HTTP/2),Namf_Communication_CreateUEContext (Forwarded Hop),Intermediary forwarding leg of CreateUEContext via SCP/SEPP,Preparation,N2 Prep Step 3 (CreateUEContext forwarding leg),TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
626,5.561711000,127.0.0.1,SEPP2,127.0.2.200,SCP2,7777,SBI (HTTP/2),Namf_Communication_CreateUEContext (Forwarded Hop),Intermediary forwarding leg of CreateUEContext via SCP/SEPP,Preparation,N2 Prep Step 3 (CreateUEContext forwarding leg),TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
627,5.561925000,127.0.0.1,SCP2,127.0.2.5,V-AMF,80,SBI (HTTP/2),Namf_Communication_CreateUEContext,H-AMF sends CreateUEContext to V-AMF through SEPP chain (5 hops),Preparation,"N2 Prep Step 3 (H-AMF -> V-AMF, terminal hop)",TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
630,5.563142000,127.0.0.1,V-AMF,127.0.2.200,SCP2,7777,SBI (HTTP/2),Nsmf_PDUSession_CreateSMContext (V-SMF),V-AMF sends CreateSMContext to V-SMF,Preparation (HR V-SMF Insertion),HR Prep Step 3 (V-AMF -> V-SMF via SCP2),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 3
631,5.563343000,127.0.0.1,SCP2,127.0.2.4,V-SMF,80,SBI (HTTP/2),Nsmf_PDUSession_CreateSMContext (V-SMF),V-AMF sends CreateSMContext to V-SMF,Preparation (HR V-SMF Insertion),HR Prep Step 3 (V-AMF -> V-SMF via SCP2),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 3
632,5.564152000,127.0.2.4,V-SMF,127.0.2.7,V-UPF,8805,PFCP (UDP),PFCP Session Establishment Request,V-SMF establishes N4 session at V-UPF (HR preparation),Preparation (HR),HR Prep Step 7 (V-SMF -> V-UPF N4 setup),TS 29.244 s7.4 / TS 23.502 s4.23.7.3.2 Step 7
633,5.564436000,127.0.2.7,V-UPF,127.0.2.4,V-SMF,8805,PFCP (UDP),PFCP Session Establishment Response,UPF confirms N4 session establishment,Pre-Handover - Session Setup,N4 Session Establishment,TS 29.244 s7.4
634,5.564861000,127.0.0.1,V-SMF,127.0.2.200,SCP2,7777,SBI (HTTP/2),Nsmf_PDUSession_Create HO (V-SMF -> H-SMF),V-SMF creates PDU sessions at H-SMF with ho_preparation_indication,Preparation (HR V-SMF Insertion),HR Prep Step 5/7c (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 5a + Step 7c
643,5.565281000,127.0.0.1,SCP2,127.0.2.250,SEPP2,7777,SBI (HTTP/2),Nsmf_PDUSession_Create HO (V-SMF -> H-SMF),V-SMF creates PDU sessions at H-SMF with ho_preparation_indication,Preparation (HR V-SMF Insertion),HR Prep Step 5/7c (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 5a + Step 7c
654,5.565553000,127.0.0.1,SEPP2,127.0.1.252,SEPP1,7777,SBI (HTTP/2),Nsmf_PDUSession_Create HO (V-SMF -> H-SMF),V-SMF creates PDU sessions at H-SMF with ho_preparation_indication,Preparation (HR V-SMF Insertion),HR Prep Step 5/7c (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 5a + Step 7c
655,5.565694000,127.0.0.1,SEPP1,127.0.1.200,SCP1,7777,SBI (HTTP/2),Nsmf_PDUSession_Create HO (V-SMF -> H-SMF),V-SMF creates PDU sessions at H-SMF with ho_preparation_indication,Preparation (HR V-SMF Insertion),HR Prep Step 5/7c (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 5a + Step 7c
656,5.565886000,127.0.0.1,SCP1,127.0.1.4,H-SMF,80,SBI (HTTP/2),Nsmf_PDUSession_Create HO (V-SMF -> H-SMF),V-SMF creates PDU sessions at H-SMF with ho_preparation_indication,Preparation (HR V-SMF Insertion),HR Prep Step 5/7c (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 5a + Step 7c
658,5.566425000,127.0.1.4,H-SMF,127.0.0.1,SCP1,39590,SBI (HTTP/2),Nsmf_PDUSession_Create HO (V-SMF -> H-SMF) Response,Response to Nsmf_PDUSession_Create HO (V-SMF -> H-SMF) [HTTP 201],Preparation (HR V-SMF Insertion),HR Prep Step 5/7c (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 5a + Step 7c
665,5.566737000,127.0.1.252,SEPP1,127.0.0.1,SEPP2,45454,SBI (HTTP/2),Nsmf_PDUSession_Create HO (V-SMF -> H-SMF) Response,Response to Nsmf_PDUSession_Create HO (V-SMF -> H-SMF) [HTTP 201],Preparation (HR V-SMF Insertion),HR Prep Step 5/7c (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 5a + Step 7c
668,5.566851000,127.0.2.250,SEPP2,127.0.0.1,SCP2,58280,SBI (HTTP/2),Nsmf_PDUSession_Create HO (V-SMF -> H-SMF) Response,Response to Nsmf_PDUSession_Create HO (V-SMF -> H-SMF) [HTTP 201],Preparation (HR V-SMF Insertion),HR Prep Step 5/7c (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 5a + Step 7c
675,5.567369000,127.0.2.4,V-SMF,127.0.0.1,SCP2,52226,SBI (HTTP/2),Nsmf_PDUSession_CreateSMContext (V-SMF) Response,Response to Nsmf_PDUSession_CreateSMContext (V-SMF) [HTTP 201],Preparation (HR V-SMF Insertion),HR Prep Step 8 (CreateSMContext response from V-SMF),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 8
682,5.567834000,127.0.2.5,V-AMF,127.0.0.3,T-NG-RAN,43743,NGAP (SCTP),HandoverRequest,V-AMF requests T-NG-RAN to allocate HO resources,Preparation,N2 Prep Step 9 (V-AMF -> T-NG-RAN),TS 38.413 s9.3.6.3 / TS 23.502 s4.9.1.3.2 Step 9 (= s4.23.7.3.2 Step 14)
683,5.568169000,127.0.0.3,T-NG-RAN,127.0.2.5,V-AMF,38412,NGAP (SCTP),HandoverRequestAcknowledge,T-NG-RAN confirms HO resource allocation; includes DL forwarding tunnel,Preparation,N2 Prep Step 10 (T-NG-RAN -> V-AMF),TS 38.413 s9.3.6.3 / TS 23.502 s4.9.1.3.2 Step 10 (= s4.23.7.3.2 Step 14)
684,5.568434000,127.0.0.1,V-AMF,127.0.2.200,SCP2,7777,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF),V-AMF sends preparation UpdateSMContext to V-SMF,Preparation (HR V-SMF Insertion),HR Prep Step 15 (V-AMF -> V-SMF via SCP2),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.2 Step 15
685,5.568756000,127.0.0.1,SCP2,127.0.2.4,V-SMF,80,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF),V-AMF sends preparation UpdateSMContext to V-SMF,Preparation (HR V-SMF Insertion),HR Prep Step 15 (V-AMF -> V-SMF via SCP2),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.2 Step 15
686,5.569093000,127.0.2.4,V-SMF,127.0.2.7,V-UPF,8805,PFCP (UDP),PFCP Session Modification Request,V-SMF modifies V-UPF N4 session during preparation,Preparation (HR V-SMF Insertion),HR Prep Step 16a (V-SMF -> V-UPF N4 modification),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.2 Step 16a/16b
687,5.569398000,127.0.2.7,V-UPF,127.0.2.4,V-SMF,8805,PFCP (UDP),PFCP Session Modification Response,V-UPF confirms preparation N4 modification,Preparation (HR V-SMF Insertion),HR Prep Step 16b (V-UPF -> V-SMF N4 modification response),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.2 Step 16a/16b
688,5.569661000,127.0.2.4,V-SMF,127.0.0.1,SCP2,52226,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF) Response,Response to V-AMF preparation UpdateSMContext [HTTP 200],Preparation (HR V-SMF Insertion),HR Prep Step 23 (UpdateSMContext response from V-SMF),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.2 Step 23
691,5.569836000,127.0.2.200,SCP2,127.0.0.1,V-AMF,53114,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF) Response,Response to V-AMF preparation UpdateSMContext [HTTP 200],Preparation (HR V-SMF Insertion),HR Prep Step 23 (UpdateSMContext response from V-SMF),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.2 Step 23
694,5.570152000,127.0.2.5,V-AMF,127.0.0.1,SCP2,35694,SBI (HTTP/2),Namf_Communication_CreateUEContext Response,Response to Namf_Communication_CreateUEContext [HTTP 201],Preparation,"N2 Prep Step 3 (H-AMF -> V-AMF, terminal hop)",TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
701,5.570395000,127.0.2.252,SEPP2,127.0.0.1,SEPP1,42712,SBI (HTTP/2),Namf_Communication_CreateUEContext (Forwarded Hop) Response,Response to Namf_Communication_CreateUEContext (Forwarded Hop) [HTTP 201],Preparation,N2 Prep Step 3 (CreateUEContext forwarding leg),TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
704,5.570465000,127.0.1.250,SEPP1,127.0.0.1,SCP1,39712,SBI (HTTP/2),Namf_Communication_CreateUEContext (Forwarded Hop) Response,Response to Namf_Communication_CreateUEContext (Forwarded Hop) [HTTP 201],Preparation,N2 Prep Step 3 (CreateUEContext forwarding leg),TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
711,5.571008000,127.0.1.5,H-AMF,127.0.0.2,S-NG-RAN,37838,NGAP (SCTP),HandoverCommand,H-AMF commands S-NG-RAN to hand over UE,Execution,N2 Exec Step 1 (H-AMF -> S-NG-RAN),TS 38.413 s9.3.6.3 / TS 23.502 s4.9.1.3.3 Step 1
712,5.571132000,127.0.0.2,S-NG-RAN,127.0.2.7,V-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> V-UPF] TEID=0x00001502,Execution - Data Path (Transition),N3 GTP-U T-PDU (during handover),TS 29.281 s7.1 / TS 23.502 s4.9.1.3 (break-before-make)
735,5.721558000,127.0.0.2,S-NG-RAN,127.0.2.7,V-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> V-UPF] TEID=0x0000ef32,Execution - Data Path (Transition),N3 GTP-U T-PDU (during handover),TS 29.281 s7.1 / TS 23.502 s4.9.1.3 (break-before-make)
736,5.721739000,127.0.2.7,V-UPF,127.0.0.3,T-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: V-UPF -> T-NG-RAN] TEID=0x0000000b,Execution - Data Path (Transition),N3 GTP-U T-PDU (during handover),TS 29.281 s7.1 / TS 23.502 s4.9.1.3 (break-before-make)
737,5.721934000,127.0.0.2,S-NG-RAN,127.0.1.5,H-AMF,38412,NGAP (SCTP),UplinkRANStatusTransfer,S-NG-RAN forwards PDCP SN status to H-AMF for delivery to target,Execution,N2 Exec Step 2a (S-NG-RAN -> H-AMF),TS 38.413 s9.3.6.5 / TS 23.502 s4.9.1.3.3 Step 2a
738,5.722364000,127.0.0.1,H-AMF,127.0.1.200,SCP1,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> V-AMF),Notify V-AMF (RAN status transfer from H-AMF routed through SEPP),Execution,N2 Exec Step 2b (H-AMF -> V-AMF via SEPP),TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 2b
739,5.722696000,127.0.0.1,SCP1,127.0.1.250,SEPP1,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> V-AMF),Notify V-AMF (RAN status transfer from H-AMF routed through SEPP),Execution,N2 Exec Step 2b (H-AMF -> V-AMF via SEPP),TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 2b
